Gene,gamma,beta,offset,a,t,h,intercept
Wipf2,0.68214875,1.5485872,0.0,1.0,0.5,0.7822864,0.0
Xaf1,0.046888713,10.847715,0.0,1.0,0.5,3.4811256,0.0
Xbp1,0.5071422,108.5666,0.9240272,15.353317,1.0040469,4.377174,0.012122282
Xdh,48.089634,40.687492,-0.33075914,0.07487411,2.3781734,0.49065852,-0.03997211
Xiap,0.8801184,1.5406338,0.0,1.0,0.5,1.5573633,0.0
Xist,0.011083372,75.26921,0.0,1.0,0.5,30.001383,0.0
Xlr4a,0.042422604,5.8697906,0.0,1.0,0.5,0.4594073,0.0
Xpc,0.10451205,8.609569,0.0,1.0,0.5,4.063623,0.0
Xpnpep3,1.3825465,0.90237385,0.0,1.0,0.5,0.6925018,0.0
Xrcc6,6.968554,100.57144,-0.79471374,3.6541872,0.48892975,1.8344804,0.17893618
Ypel3,0.013008918,48.971626,0.0,1.0,0.5,8.14382,0.0
Ypel5,0.10642046,6.7248096,0.0,1.0,0.5,1.547993,0.0
Zbp1,3.0838377,58.822937,-0.034927428,1.679003,-0.67948836,1.8592507,0.0064881695
Zbtb2,0.5430349,1.2421752,0.0,1.0,0.5,0.6327094,0.0
Zbtb20,3.2016928,0.81235856,-1.298616,1.2086269,-0.32849264,5.718985,6.8670306
Zbtb38,6.4689054,7.315531,0.49221703,3.4231975,-0.23413303,3.5983274,-0.2821716
Zbtb44,0.36293426,2.3793323,0.0,1.0,0.5,1.4681132,0.0
Zc2hc1a,0.38019788,2.015526,0.0,1.0,0.5,0.8341884,0.0
Zc3h12a,0.6011683,1.1909554,0.0,1.0,0.5,0.39590895,0.0
Zc3h6,6.561467,5.1505446,-0.14369924,0.69177586,-0.90656877,1.2058713,0.092533275
Zcchc11,12.37288,27.704678,-0.20529503,3.199746,0.12007286,3.732699,0.56018776
Zcchc6,26.877205,46.987926,-0.8569881,4.3040423,0.46052602,1.6413202,0.13043699
Zcwpw1,0.105647795,4.368753,0.0,1.0,0.5,0.49818346,0.0
Zdhhc15,1.7908732,0.48832762,0.0,1.0,0.5,0.34748608,0.0
Zdhhc17,8.723015,6.720252,-0.13437827,0.2890178,-1.2987827,0.92933005,0.17803653
Zdhhc18,0.61003757,1.5786728,0.0,1.0,0.5,1.2737398,0.0
Zdhhc9,0.50251913,1.3399057,0.0,1.0,0.5,0.6329435,0.0
Zeb2,10.431555,0.087238446,0.0,1.0,0.5,2.4927049,0.0
Zer1,0.12216549,3.9391906,0.0,1.0,0.5,0.79500574,0.0
Zfand5,0.81129396,1.47191,0.0,1.0,0.5,5.30651,0.0
Zfand6,5.6889515,16.88337,-0.14000686,1.4652975,-0.2661252,4.8901887,0.3321693
Zfhx3,47.69335,57.29307,-0.32771623,1.9798188,-0.06427497,1.2795607,0.08746058
Zfp1,0.5035502,1.9326911,0.0,1.0,0.5,1.2979912,0.0
Zfp113,5.8753386,99.21051,-0.22719969,0.41398647,-1.1620998,1.7443315,0.020201279
Zfp207,2.204718,0.57471627,0.0,1.0,0.5,1.3831878,0.0
Zfp217,0.5850296,1.1361506,0.0,1.0,0.5,0.9998732,0.0
Zfp24,0.11097096,4.12314,0.0,1.0,0.5,1.6775165,0.0
Zfp260,0.41030058,1.5734001,0.0,1.0,0.5,0.5874193,0.0
Zfp27,0.4048961,1.5003839,0.0,1.0,0.5,0.4609685,0.0
Zfp277,0.2909711,2.354364,0.0,1.0,0.5,1.3097206,0.0
Zfp292,0.75615853,1.7686263,0.0,1.0,0.5,2.7138913,0.0
Zfp317,6.4883385,15.3400755,-0.09587301,0.32445824,-1.3090124,1.0006151,0.0134146735
Zfp36,0.0022715179,73.35163,0.0,1.0,0.5,5.9703984,0.0
Zfp369,0.7614725,1.1634536,0.0,1.0,0.5,0.8302455,0.0
Zfp36l1,1.8529676,2.380109,-0.7116607,0.3909281,-0.5967709,1.9084744,0.44306636
Zfp36l2,0.0046254806,78.108246,0.0,1.0,0.5,12.446528,0.0
Zfp385a,10.213161,71.533554,-0.5744244,4.457795,0.4271528,1.0681881,0.0395726
Zfp395,5.9468017,10.566898,0.076033056,3.5038483,-0.24919476,2.1786838,0.046763975
Zfp422,2.626347,0.44117337,0.0,1.0,0.5,2.3709724,0.0
Zfp467,12.907463,57.065823,0.025502855,13.309216,0.06772475,1.719459,0.015654847
Zfp507,0.45356953,1.5734438,0.0,1.0,0.5,0.60225546,0.0
Zfp521,4.9273443,0.23010868,0.0,1.0,0.5,0.53267616,0.0
Zfp532,40.344166,11.958394,-0.09490594,0.5450746,-1.2291137,0.6987458,0.015035037
Zfp608,4.797429,1.506574,-0.5116284,1.7285514,-0.4157331,6.098619,2.102161
Zfp62,0.34431615,2.4758363,0.0,1.0,0.5,1.0482329,0.0
Zfp644,1.7461823,0.7742692,0.0,1.0,0.5,0.88482106,0.0
Zfp646,0.02499026,73.382805,-0.13333988,0.42122534,-0.6313468,1.0690686,0.01451819
Zfp65,0.12517866,2.7302809,0.0,1.0,0.5,0.7810628,0.0
Zfp738,0.26224324,1.947446,0.0,1.0,0.5,0.647146,0.0
Zfp760,0.14670907,3.6796832,0.0,1.0,0.5,0.73703176,0.0
Zfp799,0.66747814,1.2952807,0.0,1.0,0.5,0.5984302,0.0
Zfp831,9.34239,2.0309782,-0.10983871,0.32741094,-1.3589816,0.5554611,0.004369447
Zfp868,0.34866902,1.8029941,0.0,1.0,0.5,0.63641566,0.0
Zfp871,0.17378171,3.7086473,0.0,1.0,0.5,1.5672086,0.0
Zfp933,1.1591569,0.85442543,0.0,1.0,0.5,0.6101965,0.0
Zfp945,4.1728907,9.050885,-0.07025808,0.5392856,-1.0427052,1.3806823,-0.012528832
Zfpm1,54.19313,462.04572,-1.480093,10.33939,0.44508913,3.9335067,0.013522308
Zfyve16,0.3066651,2.353498,0.0,1.0,0.5,0.9737346,0.0
Zg16,3.5872467,0.26700166,0.0,1.0,0.5,1.0865812,0.0
Zkscan6,0.20881855,2.652837,0.0,1.0,0.5,0.76625025,0.0
Zmat1,0.56215906,1.326182,0.0,1.0,0.5,0.3855457,0.0
Zmiz1,1.1237904,1.1616787,0.0,1.0,0.5,2.3988063,0.0
Zmym5,0.30939648,2.6087432,0.0,1.0,0.5,1.3834177,0.0
Zmynd8,0.8540173,1.5169439,0.0,1.0,0.5,2.0901926,0.0
Znrf3,4.7367067,0.2849732,0.0,1.0,0.5,0.56001425,0.0
Zzz3,1.0401032,0.93509245,0.0,1.0,0.5,0.97389734,0.0
